Wavenumber (cm-1),Original Intensity,Fitted Intensity,Residual
625.0,0.29717856645584106,0.27572122658242226,0.0214573398734188
626.0,0.2979155480861664,0.27611623955462294,0.021799308531543438
627.0,0.2941642105579376,0.2765271882209004,0.017637022337037234
628.0,0.2912866771221161,0.2769536796092871,0.014332997512829015
629.0,0.2922818958759308,0.2773953327522896,0.014886563123641172
630.0,0.29425808787345886,0.2778517776119815,0.016406310261477375
631.0,0.29475900530815125,0.27832265407314183,0.016436351235009417
632.0,0.28934261202812195,0.2788076110012349,0.010535001026887036
633.0,0.2835702896118164,0.2793063053622552,0.0042639842495612035
634.0,0.2851890027523041,0.2798184014016845,0.005370601350619564
635.0,0.2913810908794403,0.28034356988002523,0.011037520999415074
636.0,0.2952408492565155,0.2808814873625849,0.014359361893930611
637.0,0.2990022599697113,0.2814318355613881,0.017570424408323182
638.0,0.30511054396629333,0.28199430072727966,0.02311624323901368
639.0,0.30848929286003113,0.28256857309046657,0.02592071976956456
640.0,0.32168227434158325,0.2831543463479076,0.03852792799367566
641.0,0.3323003053665161,0.2837513171961183,0.04854898817039782
